,TOTAL_ACCIDENTES,GRAVEDAD,GRAVEDAD,GRAVEDAD,CLASE,CLASE,CLASE,CLASE,CLASE,CLASE,CLASE,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,LOCALIDAD,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA,DIA_SEMANA_OCURRENCIA
,,SOLO DANOS,CON HERIDOS,CON MUERTOS,CHOQUE,ATROPELLO,VOLCAMIENTO,OTRO,CAIDA DE OCUPANTE,INCENDIO,AUTOLESION,KENNEDY,ENGATIVA,FONTIBON,SUBA,PUENTE ARANDA,CHAPINERO,TEUSAQUILLO,USAQUEN,LOS MARTIRES,SANTA FE,BARRIOS UNIDOS,RAFAEL URIBE URIBE,BOSA,SAN CRISTOBAL,TUNJUELITO,CIUDAD BOLIVAR,ANTONIO NARIÑO,USME,CANDELARIA,Jueves,Miercoles,Martes,Viernes,Domingo,Sábado,Lunes
FECHA_OCURRENCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-13,657,410,238,9,555,81,6,0,15,0,0,89,75,49,68,47,40,23,62,15,17,38,21,24,20,13,29,12,10,5,106,89,104,110,55,103,90
2015-09-20,612,392,211,9,518,66,5,6,17,0,0,59,71,54,63,46,43,31,72,10,10,42,18,20,13,19,19,10,8,4,94,92,80,97,57,95,97
2015-09-27,617,389,210,18,517,69,5,3,23,0,0,64,61,49,80,40,32,25,77,15,16,38,20,23,13,19,20,8,8,9,89,106,57,117,78,83,87
2015-10-04,605,395,206,4,507,77,4,2,15,0,0,80,45,49,81,36,23,41,57,19,23,28,15,21,22,16,26,6,10,7,117,79,78,102,50,88,91
2015-10-11,525,308,198,19,427,68,4,5,21,0,0,38,50,33,58,43,44,29,44,20,14,31,14,24,12,18,28,12,10,3,76,71,72,79,56,76,95
2015-10-18,564,373,185,6,487,56,6,5,10,0,0,65,50,38,62,32,34,40,59,15,18,29,17,19,18,17,23,11,13,4,82,97,105,78,67,86,49
2015-10-25,669,426,229,14,557,80,6,2,23,0,1,67,60,59,78,38,30,38,71,27,15,44,19,18,16,26,28,14,15,6,94,114,104,113,62,96,86
2015-11-01,605,355,240,10,494,85,5,3,18,0,0,64,59,42,62,35,47,32,64,20,15,42,23,25,13,18,21,10,11,2,85,92,109,75,64,100,80
2015-11-08,590,444,135,11,521,53,3,1,12,0,0,62,64,68,59,33,37,42,61,16,14,25,16,19,16,15,21,11,6,5,93,97,98,94,64,95,49
2015-11-15,595,405,177,13,505,75,5,2,8,0,0,68,62,46,59,41,31,26,61,29,13,37,23,19,15,11,21,9,13,11,86,86,100,94,49,86,94
2015-11-22,572,410,153,9,491,57,8,1,15,0,0,59,65,32,63,43,29,43,54,21,22,34,19,13,15,16,23,10,10,1,106,90,100,103,51,78,44
2015-11-29,640,437,194,9,541,77,5,0,17,0,0,71,68,51,61,48,34,40,62,20,11,45,19,29,17,18,25,11,4,6,93,107,91,116,62,89,82
2015-12-06,584,378,191,15,496,59,9,1,19,0,0,71,63,52,63,50,40,33,49,26,11,32,18,23,4,9,20,12,5,3,91,73,90,87,47,89,107
2015-12-13,588,383,186,19,490,79,3,4,12,0,0,61,62,44,71,42,29,41,55,17,19,35,18,27,13,13,19,6,9,7,75,110,54,108,54,97,90
2015-12-20,579,400,165,14,498,57,5,1,18,0,0,73,54,54,57,54,32,38,48,16,11,35,17,10,18,12,30,6,8,6,80,94,71,96,53,92,93
2015-12-27,476,340,129,7,405,58,2,1,10,0,0,50,63,40,50,41,20,27,41,18,13,34,15,14,6,14,21,5,3,1,79,75,96,28,48,47,103
2016-01-03,336,215,114,7,282,42,1,1,10,0,0,34,45,18,37,24,11,18,25,6,8,19,12,13,12,11,19,10,10,4,50,56,53,28,40,29,80
2016-01-10,411,254,145,12,339,53,1,2,16,0,0,44,47,34,47,33,23,20,36,10,12,21,11,17,14,10,16,8,6,2,51,56,70,76,40,62,56
2016-01-17,486,309,167,10,406,65,4,0,11,0,0,48,54,34,61,34,20,25,39,14,10,40,11,14,16,13,27,16,9,1,67,80,79,87,49,88,36
2016-01-24,495,314,178,3,410,58,6,3,18,0,0,60,57,38,58,31,25,24,48,13,11,24,13,18,7,19,28,4,11,6,65,68,86,74,51,75,76
2016-01-31,585,374,193,18,491,74,3,2,15,0,0,63,58,34,66,49,51,28,60,14,15,28,19,27,8,18,28,8,11,0,83,96,81,96,54,76,99
2016-02-07,589,389,194,6,492,75,3,6,13,0,0,58,55,45,88,41,36,30,55,24,20,23,20,16,16,16,25,12,5,4,51,117,100,68,50,99,104
2016-02-14,647,431,206,10,555,72,7,1,12,0,0,86,62,59,73,41,53,34,58,14,15,35,20,19,12,20,27,9,8,2,113,77,89,104,72,87,105
2016-02-21,617,397,209,11,512,79,3,3,20,0,0,66,65,38,82,42,41,36,53,21,17,34,18,25,18,17,25,6,9,4,94,111,85,95,54,96,82
2016-02-28,645,432,204,9,549,71,6,3,15,0,1,74,63,37,98,53,41,44,53,16,18,24,22,15,10,16,39,6,11,5,90,92,101,111,69,112,70
2016-03-06,670,450,212,8,580,69,9,1,11,0,0,68,68,48,69,49,48,33,72,23,23,37,18,28,11,20,28,17,6,4,106,99,90,118,64,105,88
2016-03-13,648,431,204,13,561,66,3,2,16,0,0,60,65,49,72,39,38,57,69,18,15,38,22,30,10,13,27,11,11,4,84,92,97,109,58,105,103
2016-03-20,665,431,219,15,572,69,6,0,18,0,0,92,63,53,88,38,42,34,57,24,16,34,21,29,11,11,24,14,9,5,96,91,92,124,68,116,78
2016-03-27,400,261,133,6,331,47,5,4,13,0,0,56,47,29,37,30,24,19,29,9,11,11,14,18,20,9,14,8,9,6,43,85,87,37,51,46,51
2016-04-03,675,458,205,12,574,65,10,1,25,0,0,75,77,55,76,53,37,41,50,21,21,44,20,25,15,11,32,12,5,5,85,102,95,122,69,106,96
2016-04-10,673,458,207,8,564,74,6,1,28,0,0,84,76,49,86,47,47,42,46,24,13,28,22,27,18,11,28,9,12,4,107,83,114,96,64,92,117
2016-04-17,610,407,192,11,533,55,1,2,19,0,0,75,76,32,76,42,43,38,57,10,8,38,17,29,12,12,26,12,5,2,95,85,89,98,66,89,88
2016-04-24,627,431,186,10,550,59,6,0,12,0,0,72,78,52,68,34,53,35,54,20,22,33,14,27,14,12,21,8,6,4,92,99,84,114,67,92,79
2016-05-01,645,462,173,10,565,57,7,3,13,0,0,78,88,56,71,42,45,40,55,16,17,33,14,24,8,16,18,15,5,4,95,97,96,116,44,97,100
2016-05-08,687,462,209,16,591,74,3,0,18,0,1,91,71,59,73,52,55,33,68,19,22,33,16,34,6,12,24,10,6,3,110,97,113,106,58,95,108
2016-05-15,646,442,191,13,554,64,8,1,19,0,0,71,67,55,90,28,51,34,65,14,20,33,10,25,12,18,29,12,6,6,92,104,99,111,74,115,51
2016-05-22,704,477,220,7,596,74,15,4,15,0,0,64,72,55,103,53,49,33,58,28,22,35,12,37,8,13,35,19,3,5,110,91,106,97,77,112,111
2016-05-29,688,480,200,8,585,81,8,1,12,0,1,76,71,58,84,42,45,29,76,21,21,28,21,18,8,14,40,18,12,6,110,107,109,99,51,105,107
2016-06-05,595,398,185,12,508,61,7,4,15,0,0,80,60,59,72,44,46,30,56,9,9,28,17,21,8,12,23,12,8,1,96,103,94,92,62,89,59
2016-06-12,675,468,191,16,593,56,7,2,17,0,0,79,85,55,74,51,36,39,62,22,20,31,22,17,10,18,31,9,12,2,110,119,119,108,62,102,55
2016-06-19,631,419,201,11,541,63,7,1,19,0,0,78,68,68,53,31,41,30,63,23,22,33,15,25,7,21,31,10,9,3,98,82,98,98,65,101,89
2016-06-26,588,386,187,15,505,61,6,2,14,0,0,71,52,58,59,41,50,31,54,27,14,30,19,16,5,11,28,12,5,5,74,71,87,89,75,95,97
2016-07-03,637,427,202,8,547,62,10,3,15,0,0,65,72,58,54,52,49,31,45,25,18,35,12,40,8,17,28,19,5,4,84,112,93,94,78,69,107
2016-07-10,602,400,189,13,507,69,6,1,19,0,0,72,65,58,77,43,38,22,33,16,14,34,20,24,14,15,35,10,8,4,87,114,112,81,56,87,65
2016-07-17,586,393,186,7,501,68,4,0,13,0,0,60,60,50,56,42,44,36,50,18,20,34,19,27,6,19,22,11,6,6,84,78,85,102,63,94,80
2016-07-24,596,403,186,7,519,50,9,0,17,0,1,63,79,54,60,32,38,36,48,20,25,36,12,27,4,12,27,12,8,3,99,53,104,102,41,88,109
2016-07-31,620,430,176,14,535,53,7,2,23,0,0,64,78,63,70,41,43,30,56,24,19,35,14,21,5,18,19,12,6,2,93,98,103,93,51,105,77
2016-08-07,619,414,193,12,518,63,10,3,25,0,0,62,74,53,72,36,47,25,63,17,19,36,10,25,15,13,29,13,5,5,86,89,105,85,56,102,96
2016-08-14,638,435,186,17,534,85,6,1,12,0,0,72,73,52,53,53,35,33,46,25,27,38,10,32,12,17,30,14,11,5,88,96,111,98,51,93,101
2016-08-21,642,447,186,9,567,57,6,0,12,0,0,77,70,52,68,42,58,41,49,15,16,29,22,29,6,16,26,12,11,3,108,107,105,119,59,90,54
2016-08-28,674,461,201,12,569,80,8,4,13,0,0,76,74,47,82,49,44,44,53,21,27,41,19,31,9,12,29,8,5,3,99,94,111,103,58,86,123
2016-09-04,642,438,193,11,546,74,6,3,13,0,0,61,78,67,63,42,42,31,50,16,22,46,19,28,9,15,29,14,6,4,90,86,104,105,72,82,103
2016-09-11,666,465,187,14,577,64,8,1,16,0,0,70,74,60,67,47,58,31,58,19,19,28,17,27,9,17,33,13,10,9,111,96,102,104,68,101,84
2016-09-18,686,454,221,11,571,86,7,0,22,0,0,68,65,62,73,46,59,35,61,23,23,34,19,26,13,20,34,13,5,7,105,95,99,115,53,106,113
2016-09-25,676,448,217,11,579,77,6,0,14,0,0,68,80,57,83,40,32,41,61,26,26,24,16,33,6,22,33,11,13,4,105,105,96,104,85,88,93
2016-10-02,726,502,219,5,642,55,4,1,24,0,0,84,78,67,75,47,65,39,71,20,17,33,18,28,10,18,26,10,13,7,111,102,91,127,84,110,101
2016-10-09,674,444,218,12,571,73,8,1,21,0,0,84,71,63,60,54,61,36,61,14,17,36,14,21,3,21,30,14,7,7,99,100,94,106,52,117,106
2016-10-16,677,441,217,19,580,68,6,2,21,0,0,82,86,64,65,52,46,28,50,13,20,32,17,27,14,16,34,13,14,4,132,116,96,98,51,87,97
2016-10-23,634,440,184,10,545,72,5,0,12,0,0,64,65,43,71,45,57,31,56,21,16,42,18,21,6,21,33,9,8,7,120,89,113,108,51,105,48
2016-10-30,737,519,208,10,651,70,5,0,11,0,0,72,86,63,94,48,65,43,68,18,20,35,19,22,9,16,34,10,9,6,100,136,108,109,82,106,96
2016-11-06,740,524,203,13,652,65,5,0,18,0,0,81,77,62,87,57,53,44,70,30,21,47,25,21,4,11,26,6,12,6,114,116,103,120,77,103,107
2016-11-13,726,523,194,9,627,66,7,3,23,0,0,84,85,50,63,44,53,37,75,22,19,40,22,33,13,18,32,20,15,1,112,113,144,122,64,102,69
2016-11-20,732,542,177,13,637,66,11,4,14,0,0,77,78,67,66,52,65,41,61,28,12,35,18,39,15,16,39,10,6,7,109,109,138,124,62,112,78
2016-11-27,683,504,175,4,601,61,3,2,16,0,0,85,68,63,82,50,48,34,60,18,17,33,21,26,11,11,36,11,7,2,96,80,107,131,65,99,105
2016-12-04,654,469,177,8,569,63,13,1,8,0,0,73,74,66,85,46,45,27,54,12,23,26,13,22,13,13,35,11,10,6,86,77,117,78,55,128,113
2016-12-11,651,469,169,13,577,61,5,0,8,0,0,68,73,62,60,55,49,25,62,26,21,31,19,25,5,16,28,14,5,7,71,107,79,109,75,104,106
2016-12-18,657,496,153,8,583,54,6,2,12,0,0,83,75,62,73,45,41,29,59,24,8,35,17,22,8,20,38,8,5,5,111,100,83,87,64,106,106
2016-12-25,581,418,148,15,509,57,6,0,9,0,0,63,66,46,57,49,46,22,60,20,16,27,16,16,8,17,31,9,8,4,90,103,87,99,34,74,94
2017-01-01,500,354,140,6,432,53,5,0,10,0,0,53,54,51,60,37,24,25,42,16,12,12,19,28,12,16,18,11,9,1,80,79,106,80,35,55,65
2017-01-08,396,257,133,6,345,36,4,2,9,0,0,48,38,30,35,42,24,20,39,8,6,21,15,10,11,14,16,5,13,1,70,53,80,67,29,56,41
2017-01-15,500,338,156,6,434,40,9,0,17,0,0,53,50,37,59,33,28,32,43,12,11,31,15,15,13,18,22,13,9,6,91,80,76,94,50,64,45
2017-01-22,590,410,174,6,513,57,3,0,17,0,0,97,69,40,58,37,38,33,60,19,20,21,11,15,10,22,26,13,1,0,73,87,102,83,53,98,94
2017-01-29,616,447,157,12,544,57,5,2,8,0,0,97,45,49,62,47,40,40,64,18,13,35,18,17,10,14,22,14,9,2,81,95,92,107,57,92,92
2017-02-05,672,459,195,18,566,73,10,2,21,0,0,101,61,62,75,54,37,43,58,12,19,32,17,26,13,17,23,6,8,8,70,107,96,136,62,101,100
2017-02-12,778,524,240,14,651,99,5,5,18,0,0,104,93,56,66,46,47,30,85,25,17,46,27,30,20,23,35,6,13,9,96,121,127,114,80,118,122
2017-02-19,720,515,201,4,625,62,10,4,18,0,1,99,64,52,65,56,60,46,58,24,26,40,16,32,13,13,22,9,15,10,108,95,89,126,75,106,121
2017-02-26,751,524,209,18,639,76,12,5,19,0,0,82,80,70,78,43,56,57,60,20,25,36,21,23,15,20,32,13,13,7,115,109,112,111,71,113,120
2017-03-05,695,475,212,8,610,67,4,2,10,1,1,98,67,57,58,56,52,40,66,22,19,31,24,22,9,23,25,13,11,2,99,102,110,110,51,120,103
2017-03-12,696,503,183,10,612,61,6,3,12,0,2,102,74,54,78,51,55,28,62,22,16,32,18,19,12,23,27,10,8,5,103,103,124,109,62,106,89
2017-03-19,710,501,199,10,622,55,10,6,17,0,0,86,76,78,68,47,42,36,71,22,23,33,18,32,13,16,24,10,11,4,123,86,107,141,58,85,110
2017-03-26,696,496,193,7,602,74,3,3,14,0,0,76,76,62,77,41,35,32,71,22,25,38,22,26,8,21,29,14,20,1,109,108,128,105,68,127,51
2017-04-02,770,575,190,5,694,52,8,3,11,1,1,96,83,65,85,49,42,52,77,18,27,30,22,26,17,21,25,15,17,3,107,110,124,127,88,107,107
2017-04-09,698,498,190,10,608,65,5,1,19,0,0,82,79,67,65,50,41,43,70,15,25,25,19,19,20,22,23,12,10,11,92,105,78,115,65,123,120
2017-04-16,392,271,116,5,339,40,2,4,6,1,0,56,35,31,39,21,22,21,36,9,12,14,16,18,4,18,19,4,10,7,46,83,62,44,46,45,66
2017-04-23,660,474,173,13,583,61,4,2,10,0,0,83,65,61,69,30,56,31,66,24,16,32,15,29,11,19,18,13,20,2,91,95,111,123,66,104,70
2017-04-30,714,492,213,9,608,87,8,1,10,0,0,84,73,49,69,46,40,42,83,24,29,32,25,23,16,14,32,13,17,3,100,113,113,92,62,125,109
2017-05-07,703,502,193,8,618,58,11,1,15,0,0,90,81,48,71,50,37,47,70,27,20,33,22,28,9,14,26,18,5,7,109,116,113,120,71,110,64
2017-05-14,776,583,186,7,692,62,5,4,13,0,0,93,90,66,67,54,46,56,66,23,23,46,24,34,10,19,28,8,18,5,111,102,141,128,70,118,106
2017-05-21,763,519,229,15,665,64,12,5,17,0,0,89,71,64,85,57,50,49,69,22,29,38,19,27,13,18,35,11,14,3,128,113,110,131,49,120,112
2017-05-28,644,434,197,13,550,71,8,3,12,0,0,85,68,50,59,45,44,32,67,18,21,39,17,18,8,9,32,9,18,5,96,91,85,92,69,102,109
2017-06-04,564,391,157,16,487,56,5,3,13,0,0,72,48,57,75,42,30,19,52,18,24,32,10,19,10,15,17,9,10,5,90,108,76,103,50,91,46
2017-06-11,608,432,167,9,542,48,7,2,9,0,0,72,66,57,73,40,28,30,73,17,17,31,16,15,8,16,21,12,12,4,75,112,76,95,65,88,97
2017-06-18,581,419,154,8,498,66,4,3,10,0,0,73,65,45,61,39,33,34,44,20,18,34,20,28,6,13,27,9,10,2,92,78,92,99,43,84,93
2017-06-25,511,355,142,14,456,37,4,1,13,0,0,66,47,45,60,37,28,30,41,19,14,31,10,16,13,15,21,10,6,2,80,99,81,80,49,78,44
2017-07-02,459,296,154,9,395,43,2,3,16,0,0,59,44,42,67,34,25,25,24,19,16,23,10,15,5,14,19,11,6,1,66,77,79,86,38,77,36
2017-07-09,513,366,141,6,453,45,3,1,11,0,0,52,50,61,60,21,28,29,42,24,17,21,15,18,5,14,28,12,12,4,98,79,98,90,47,69,32
2017-07-16,576,402,159,15,495,58,6,2,15,0,0,78,62,49,59,29,39,20,59,27,17,30,15,24,6,17,20,14,8,3,77,105,87,90,60,83,74
2017-07-23,552,387,154,11,488,48,1,1,14,0,0,62,61,61,61,46,35,33,34,13,17,34,19,13,5,9,28,7,11,3,57,87,85,105,54,87,77
2017-07-30,610,410,193,7,534,59,5,0,12,0,0,89,68,57,55,48,31,42,51,18,17,38,16,18,8,14,18,9,9,4,82,84,106,103,57,85,93
2017-08-06,616,425,180,11,532,60,7,0,17,0,0,69,63,57,66,53,36,39,55,20,24,41,15,17,3,7,27,14,6,4,92,79,79,120,56,90,100
2017-08-13,566,376,179,11,478,60,8,0,20,0,0,57,65,56,61,44,24,35,39,26,22,31,13,25,12,6,21,16,10,3,90,83,112,95,54,93,39
2017-08-20,614,414,188,12,518,69,13,4,10,0,0,69,63,47,80,41,40,47,54,19,24,25,15,18,5,13,32,8,7,7,83,87,110,102,51,100,81
2017-08-27,538,358,168,12,468,51,5,2,12,0,0,67,65,42,57,47,33,22,60,16,7,26,11,14,8,19,20,10,10,4,89,95,98,90,50,79,37
2017-09-03,694,475,212,7,606,64,6,0,18,0,0,76,65,73,91,52,47,41,62,16,17,32,13,19,11,14,35,12,10,8,109,87,119,124,78,91,86
2017-09-10,544,374,163,7,467,54,7,2,14,0,0,63,72,52,61,34,30,37,48,12,16,26,14,19,3,15,19,14,5,4,55,70,85,106,61,91,76
2017-09-17,615,400,205,10,538,53,8,4,12,0,0,67,70,48,76,42,41,33,51,22,25,34,12,23,8,15,20,15,7,6,108,99,81,95,60,83,89
2017-09-24,511,337,159,15,437,55,7,2,10,0,0,50,49,45,62,45,26,36,43,21,10,32,10,24,5,10,16,13,9,5,88,80,92,68,36,58,89
2017-10-01,267,176,91,0,229,26,5,0,7,0,0,19,42,17,26,25,24,20,24,12,7,20,5,7,4,2,7,2,1,3,66,71,63,22,0,0,45
